Source_File,Greek_Word
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,να
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ε
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,κ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,τω
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ν
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,καθο
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,λου
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ε
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,πι
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,τα
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,καθ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,καστα
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,το
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,λον
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,κατα
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,τη
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ν
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,αἰ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,σθησιν
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,γνωριμω
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,τερον
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἑνός
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,λόγος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἀρχαὶ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,τῆς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,κρισέως
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἀλήθεια
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,δόξα
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,παραδέχεσθαι
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Νοῦς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἀνόηταινον
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Νοῦς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,εἴδωλον
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Νοῦς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,νόησις
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Νοῦς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,έπιστήμη
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,λόγια
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,tό
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,τό
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Ἕν
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,πρότερος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ΰστερος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Aπολύτον
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Επέκεινα
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,τής
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,οϋςίας
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἑνός
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,λόγος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Επέκεινα
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,τής
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,οϋςίας
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἱεραρχία
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,αρχία
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἱερός
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Oύσία
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἴσος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,μορφή
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,τὰ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,μετὰ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,τὰ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,φυσικά
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Μικρὸς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Kόσμος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Mακρὸς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Kόσμος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Νοῦς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἀνόηταινον
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Νοῦς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Νοῦς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,εἴδωλον
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Νοῦς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Νοῦς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,νόησις
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Νοῦς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ποσόν
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,συλλογισμός
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ὕλη
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Κάλλος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,είναι
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,η
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,λαμπρότητα
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,της
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Αληθείας
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,τριθεΐα
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Ῥωμαῖοι
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Ῥωμαῖος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Ῥωμαῖοι
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Oἰκουμένη
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Ῥωμαῖοι
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Διάλεξις
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Χριστιανοΰ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,καϊ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Σαρακηνοΰ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἐπίσκοποι
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Λόγος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ὁμοούσιος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Θεοτόκος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ὁμοούσιος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Λόγος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,τριθεΐα
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Oύσία
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Ύπόστασις
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,διθεΐα
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,τριθεΐα
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Ύπόστασις
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Γερουσία
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Συνέδριον
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Γερουσία
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Συνέδριον
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,φύσις
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Λόγoς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Σωτήρ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Σανδαλφών
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,συνάδελφος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,μετά
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,θρόνος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Σωτήρ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἄγγελος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Παράκλητος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Εἰκών
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Θεοϋ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Εἰκών
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Θεοϋ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Εἰκών
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Θεοϋ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Παράκλητος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Λύδδα
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,άληθεύειν
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,έν
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,άγάπη
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἦθος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἀνθρώπῳ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,δαίμων
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,κατηγορία
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,κατηγορία
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,κατηγορέω
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,áγορεύω
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,aγορá
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,κατηγορία
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Oὐσία
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ποσόν
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ποιόν
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,πρός
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,τι
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ποῦ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,πότε
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,κεῖσθαι
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἔχειν
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ποιεῖν
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,πάσχειν
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,πάσχειν
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Kύριος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ᾍδης
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἀρχαῖος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,πρότερος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ζωός
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,γένεσις
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,πρό
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,κάρυον
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,αρχαίον
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,εὖ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,κάρυον
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,τρι
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,λοβός
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ἄρθρον
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,πούς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ποδής
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,φανερός
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ζῷον
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,παλαιός
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ζωός
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,λαβύρινθος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Δαίδαλος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Ἴκαρος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Μίνως
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,ταῦρος
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,Θησεύς
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 19 (Teaching Gloss)/Teaching Glossary.docx,νόησις
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,Καί
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,γνώσεσθε
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,τήν
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,άλήθειαν
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,καί
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,ή
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,άλήθεια
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,έλευθερώσει
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,ύμας
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,Διάλεξις
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,Χριστιανοΰ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,καϊ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,Σαρακηνοΰ
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,Ῥωμαῖοι
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,Ἁγία
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,Σοφία
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,Μεγάλη
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,Ἐκκλησία
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,Συναγωγή
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,Γερουσία
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,Πόλις
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,Ἀντιόχεια
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,Συνέδριον
/Users/zahidsyed/OneDrive/The First Teaching/The First Teaching Master/Volume 2/2. Vol Two_First Teaching_12_April_2025.docx,λατρεία
